"IF1.min" "IF1.max" "IF2.min" "IF2.max" "IF3.min" "IF3.max" "IF4.min" "IF4.max" "IF5.min" "IF5.max" "IF6.min" "IF6.max" "IF7.min" "IF7.max" "IF8.min" "IF8.max" "IF9.min" "IF9.max" "IF10.min" "IF10.max" "IF11.min" "IF11.max" "IF12.min" "IF12.max" "IF13.min" "IF13.max" "IF14.min" "IF14.max" "IF15.min" "IF15.max" "IF16.min" "IF16.max" "IF18.min" "IF18.max" "IF19.min" "IF19.max" "IF20.min" "IF20.max" "IF21.min" "IF21.max" "IF22.min" "IF22.max" "IF23.min" "IF23.max" "IF24.min" "IF24.max" "IF25.min" "IF25.max" "IF26.min" "IF26.max" "IF27.min" "IF27.max" "IF28.min" "IF28.max" "IF29.min" "IF29.max" "IF30.min" "IF30.max" "IF31.min" "IF31.max" "IF32.min" "IF32.max" "IF33.min" "IF33.max" "IF34.min" "IF34.max" "IF35.min" "IF35.max" "IF36.min" "IF36.max" "IF37.min" "IF37.max" "IF38.min" "IF38.max" "IF39.min" "IF39.max" "IF40.min" "IF40.max" "IF41.min" "IF41.max" "IF42.min" "IF42.max" "IF43.min" "IF43.max" "IF44.min" "IF44.max" "IF45.min" "IF45.max" "IF46.min" "IF46.max" "IF47.min" "IF47.max" "IF48.min" "IF48.max" "category"
2 2.5 1.83 2 1.83 1.83 1.83 2.17 1.83 1.83 1.67 1.83 2 2.67 1.83 2.33 2.5 2.67 2.33 2.67 2.33 2.67 2.17 2.5 2 2.33 2 2.5 2.17 2.5 3.67 6.17 3.5 6.5 2.67 2.83 3.33 7.17 2.5 6.67 3 4 5 7.67 3.83 5 4 7.5 3.67 7.33 3.33 5.17 3.33 7.5 3.17 7.67 4.17 5.83 2.67 6 2.17 2.67 2 2.17 2 2.33 2.33 2.5 2.17 2.5 2.17 2.33 2.17 2.33 2.17 2.5 2.17 2.17 2.17 2.17 2 2.17 2.17 2.33 2 2.17 2 2.33 1.83 2.17 2 2.17 2 2.17 1
2.17 2.33 2 2.17 1.83 2 1.83 2 1.83 2 1.83 2 2 2.5 2 2.5 2.67 2.83 2.33 2.5 2.5 2.67 2.17 2.67 2 2.17 2 2.5 1.83 2 2 2 2 2.17 2.17 2.33 2.33 2.5 2.33 2.67 2.33 2.5 2.33 2.67 2.17 2.67 2.5 2.83 2.5 2.67 2.17 2.33 2.17 2.5 2.17 2.33 2.33 2.33 2.33 2.5 2.5 2.5 2.17 2.33 2.17 2.33 2.33 2.5 2.33 3 2.17 2.5 2.17 2.5 2.17 2.33 2 2.17 2.17 2.17 2.17 2.17 2.17 2.33 2 2.17 2.17 2.5 2 2.17 2 2.17 2 2.17 2
2.17 2.5 2 2 2 2.17 2 2.17 2 2 2 2.17 2.17 2.5 2 2 2 2.33 2 2.17 2 2.17 2 2.17 2.17 2.5 3.5 4 4 5.17 4.33 4.83 5.33 5.5 7.83 9 7.33 11 6.67 6.83 7.33 11.83 8.67 11.5 8 12.83 7.5 12 6 10.33 5.33 6.33 5.5 6.5 6.17 9.33 5.67 9.83 6.83 10.5 8 9.83 5.33 8 6 8.5 6.17 10 5.33 11.17 6.33 8 6.83 8.33 3.83 8.33 3.33 7 2.83 3.5 2.67 2.67 2.67 2.83 2.5 2.83 2.5 3.17 2.33 2.5 2.33 2.33 2.33 2.5 2
2.67 2.83 2.17 2.33 2.33 2.5 2.33 2.67 2.33 2.5 2.33 2.5 2.5 2.83 2.17 2.83 3 3.17 2.83 3 2.83 3 2.67 3.17 2.5 3.33 4.17 4.33 4.33 4.83 4.83 5.33 6 9.33 6.17 8 5.83 11 6.67 11 6.67 8.17 7.5 10.33 8.5 10.67 9 10.5 7.17 10.5 6.33 7.17 5.5 6.17 6.5 10.5 11.33 13.83 10 13 7 9.83 6 9.5 6.83 8.67 5.5 8.67 5.5 10 6.83 9.17 6.17 9.17 5.17 8.33 3.83 7.67 3.33 6.33 2.83 3 2.67 3.17 2.83 3.17 2.67 3.17 2.5 2.83 2.33 2.67 2.5 2.67 2
2.5 3.17 2.5 2.67 2.5 2.5 2.33 2.83 2.5 2.67 2.33 2.5 2.67 2.83 2.83 3.17 3.17 3.33 3 3.17 3.17 3.33 2.83 3.17 2.67 3.5 4 5.17 4.83 6.17 6.17 6.83 6.83 10.33 7.17 7.83 7.33 11.17 7.17 10.5 5.83 9.5 6.83 9.17 9.17 10 10.67 12.33 7.17 10 6.67 8 5 7 4.83 6.5 5.67 9.67 5.17 10.83 5.83 10 5.5 8.67 8.17 9.83 8.67 9.33 6 8.83 5 6.17 3.67 4.67 3.33 4.33 3 3.33 2.83 3.33 2.17 3 2.33 2.5 2.17 2.33 2.17 2.5 2 2.17 1.83 2 2 2 2
2.17 2.5 1.83 2 1.83 1.83 1.83 2.17 1.83 2 2 2 2.17 2.67 2 2.67 2.5 2.67 2.5 2.83 2.5 2.5 2.17 2.67 2 3.17 3.17 3.83 3.83 4.17 4.67 9.5 7.17 10.17 6 10 6.33 10.33 5.83 10 5.83 10.67 7.17 10.5 7 10.17 6.33 9.5 5.67 7.67 7.83 8.5 5.33 7.67 5.5 6.67 7.17 11.17 6.17 8.33 5.67 9.5 6.33 10 5.33 5.67 6.17 8.17 5.5 7.33 8.83 9.17 7 8.67 6.33 9.17 3.67 4.33 3.5 3.67 3.33 3.33 3.33 3.5 3.17 3.5 3.17 3.67 3.17 3.17 3 3.33 3 3 1
3 3.83 3.17 3.33 3.17 3.5 3 3.17 3.17 3.17 3 3.5 3.33 3.67 3.17 3.83 3.83 4.33 3.83 4.5 4 4.33 3.67 4 3.5 4 3.5 3.83 3.5 3.83 3.67 4 2.67 3.33 3.33 4 3.17 3.67 3.5 3.83 3.5 3.83 3.5 3.83 3.5 3.5 3.33 4 3.17 4 3.83 4.5 4 4 3.83 4.5 3.17 3.17 2.83 3.33 2.5 3 2.67 3.17 2.83 3 2.67 3 2.83 3.17 2.83 3.33 2.5 2.83 2.67 2.83 2.5 2.67 2.33 2.67 2.5 2.67 2.67 2.67 2.5 2.67 2.5 2.67 2.5 2.5 2.5 2.67 2.33 2.67 1
2.5 3.17 2.5 2.67 2.5 2.5 2.33 2.67 2.33 2.5 2.33 2.67 2.5 2.83 2.5 3 3 3.5 3 3.17 3 3.17 2.83 3.17 2.5 2.67 2.5 3.17 2.5 2.67 2.5 2.67 2.83 2.83 2.83 3.17 3.17 3.33 2.83 3.17 3 3.33 2.83 3.17 3 3.33 2.83 3.17 2.83 3 2.83 3 3 3.17 2.83 3.17 2.67 3 2.83 2.83 2.67 3.17 2.67 3 2.83 3 3 3 2.67 3.67 2.83 3 3 3.33 2.83 3.17 3 3.17 3 3.17 2.83 3 2.83 3 2.67 2.83 2.83 3.17 2.67 2.83 2.83 3 2.67 2.83 2
2.83 3.17 2.83 2.83 2.67 2.83 2.83 2.83 2.67 2.83 2.67 2.83 3 3.17 2.67 2.83 2.83 3.17 2.67 2.83 2.67 2.83 3 3 3.17 3.5 4 6.17 5.17 6.67 6.83 11.67 7 12 7.17 8.83 7.5 10.5 7.33 10.33 4.83 8.17 5.17 7 6.33 10.17 6.17 7 7.83 10.17 4.33 9 4.83 6 6.83 7.83 6 9.33 3 4.67 2.5 6.67 2.5 6.83 2 2.67 2.33 7.17 2.67 7.33 5.17 7.33 3 4.5 2 2.67 1.67 2.33 1.33 1.5 1.33 1.5 0.83 1.17 0.5 1 0.5 1 0.5 0.67 0.33 0.5 0.33 0.5 2
0.5 1 0.17 0.33 0.33 0.33 0.17 0.67 0.33 0.5 0.33 0.33 0.5 0.83 0.33 1 0.83 1 0.83 1 1 1.17 0.67 1 0.83 1.33 1.67 2.67 2.5 3.83 3.83 7.5 4.83 5.83 4.33 4.5 4.5 7.33 4.33 4.83 4.17 8.67 4.17 5.33 4.5 8.67 5.67 7 6.17 7.83 4.5 5 4 4.67 4.33 8.17 6.17 9.5 5 8 3.67 6.67 3 7.33 2.33 6.83 3.83 6.5 4.67 7 4.17 7.5 3.67 5.17 2.17 5.83 1.5 2.33 1.33 2.17 1.17 1.33 1.17 4.5 1.17 1.17 0.83 1 0.67 0.83 0.67 0.67 0.5 0.83 2
0.83 1.17 0.67 0.67 0.5 0.67 0.5 0.83 0.5 0.67 0.5 0.67 0.67 1.33 0.5 1.17 1.17 1.5 1.17 1.33 1.17 1.33 1 1.33 1 2 1.33 1.83 2.67 7.17 4.67 6.17 5.17 8 4.17 8 5 8.33 4.67 9.67 7.83 8.5 6.83 9.17 6.67 9.83 6 10 6.17 9.83 6.17 7.5 4.83 8.5 6 8.5 5.67 8 4.5 8.67 5 7.67 3.83 8 4.83 5.83 4 6.67 3 5.67 3.67 6.5 2.67 5.33 1.83 2.5 1.33 2.17 1 1.67 0.67 1 0.67 1 1 1.17 0.67 1.17 0.33 0.83 0.33 0.67 0.33 0.33 2
0.67 0.83 0.33 0.33 0.17 0.67 0.33 0.83 0.17 0.33 0.33 0.5 0.5 0.83 0.33 1 1 1.17 1 1 0.83 1.17 0.83 1.17 0.5 1.33 1.67 1.83 2.33 2.67 2.83 5 3.33 7.67 3.17 7.17 4.67 6.33 4.5 7.83 3.83 7.83 5.67 7 4.67 8.17 3.83 5.83 5.5 8.17 3.83 6.5 3.83 4 5.83 8.67 8.17 9.33 8.83 9.17 5 6 6.83 8.33 6.33 8.5 7.67 9.83 6.83 8.67 7.17 8.17 6.17 7 6 6.67 3.33 5.5 2.67 3.17 2 2.17 1.83 2.33 1.67 1.83 1.33 1.67 1.33 1.5 1.33 1.5 1.33 1.5 2
1.5 1.83 1.33 1.33 1.33 1.5 1.17 1.33 1.33 1.5 1.17 1.33 1.5 1.67 1.33 1.83 2 2.33 1.83 2 1.83 2.17 1.67 2 1.5 2.83 2.33 3.5 3.33 6 5.5 8.5 4.83 6.5 6.33 10 7.67 9.33 5 8.67 6.33 9.67 5 8.5 6.17 9.33 4.83 8.33 5 8.33 3.17 8.5 3.33 4.5 5 9.33 6 10 3.67 8.83 4 7.5 4.17 5.67 2.67 3.5 3.17 6.67 3.5 6.67 5.17 8.33 2.33 5 2 3 1.5 2.33 1 1.17 0.67 0.83 1 1.5 0.83 1.17 0.67 1.17 0.67 0.83 0.67 0.67 0.5 0.67 1
0.83 1.17 0.5 1.5 1.5 1.5 1.5 1.5 1.5 1.83 1.5 1.5 1.67 2.17 1.5 2.17 2 2.17 2 2.17 2 2.5 1.33 2.17 0.83 1.17 0.83 1.5 0.83 1.17 1.67 3 2.33 3 2.5 2.67 1.83 2.83 1.5 1.83 1.5 2.5 3.33 4.33 2 3.33 1.83 2 1.67 2 2 3 1.83 3 1.67 2.17 1 1.17 1.33 1.5 0.67 1.17 0.83 1.17 1 1.33 0.83 1 0.67 1.5 0.67 1 0.67 0.83 0.67 0.67 0.83 1.17 0.67 0.67 0.67 0.67 0.5 0.83 0.67 1 0.5 0.67 0.5 0.67 0.5 0.67 0.5 0.67 1
0.67 1 0.5 0.67 0.33 0.5 0.5 0.67 0.33 0.5 0.33 0.5 0.67 0.83 0.5 1.17 1 1.5 1 1.17 1 1.17 0.67 1.33 0.33 0.67 0.33 1.17 0.5 0.5 0.5 0.83 0.67 0.67 0.83 0.83 0.83 1 0.83 1 0.83 1.17 1.33 1.5 1 1.5 0.83 1 0.67 0.83 0.67 1 0.67 0.83 0.67 1.17 0.67 0.83 0.83 1 0.67 0.83 0.67 0.83 0.67 0.83 0.83 1 0.83 1.33 0.67 1 0.67 1 0.67 0.83 0.67 1 0.67 0.83 0.5 0.83 0.5 0.67 0.5 0.67 0.5 1 0.5 0.5 0.5 0.67 0.5 0.5 2
0.33 1 0.33 0.67 0.33 0.5 0.33 0.5 0.33 0.5 0.33 0.5 0.5 0.83 0.33 0.5 0.33 0.83 0.5 0.5 0.33 0.67 0.67 0.83 0.67 1.33 1.5 2.33 2.83 4.5 3.83 6 4.83 8.5 4.5 4.83 4.33 5 4 7.33 4 8.17 4.33 4.83 3.83 7.83 4.17 8.83 4 8.67 4 5 3.83 4.5 5.17 6.33 5.17 9.33 3.17 5 4.5 7.33 3 6.67 2.5 3 3 6.67 3.83 6.17 3.33 3.67 2.5 3.17 2 3.5 1.5 2.67 1.33 4.33 0.83 1 0.83 1 0.5 0.83 0.67 1.17 0.33 0.33 0.17 0.5 0.17 0.5 2
0.5 0.83 0.17 0.5 0.17 0.33 0.33 0.5 0.33 0.5 0.17 0.33 0.33 0.67 0.5 0.83 0.83 1 1 1 1 1 0.67 1 1 1.33 1.67 2.83 1.5 4 3 7.17 3.67 8.17 2.67 5.83 4 6 4.17 7 4 6.67 3.67 8.17 4.17 7.67 5.83 7.83 3.67 9.83 6 8.5 3.5 5.33 5 8.67 8.17 8.5 3.17 7 2.33 6.17 3.5 6 2.33 7 3.17 6 4.5 8.17 5 6 2.33 3.17 1.83 3.17 1.67 2 1.33 1.67 1.33 1.5 0.5 1.17 0.67 1 0.5 1 0.5 0.67 0.5 0.67 0.5 0.67 2
0.67 0.83 0.17 0.33 0.17 0.67 0.17 0.33 0.17 0.33 0.17 0.5 0.33 0.83 0.33 1.17 0.83 1.33 0.83 1 1 1.17 0.83 1 0.83 1.67 1.33 1.67 1.83 4 4.17 9 5 6.5 5.83 9 5.17 8.5 5.67 9 5.67 6.83 6.5 10.33 5.67 8.83 6.33 8.83 6.83 8.5 5.33 7.33 5 5.5 5.5 8.83 6 6.17 6.83 8.67 8.83 12.5 8.83 12 7 9.83 3.67 5.5 5.83 8.83 3.33 7.67 3.83 4.33 3.33 3.83 3.5 5.17 2.67 6 1.67 2 1.67 1.83 1.5 2.17 1.33 2 1.33 1.67 1.33 1.5 1.33 1.67 2
1.33 1.83 1.33 1.5 1.33 1.33 1.17 1.33 1.17 1.5 1.17 1.33 1.33 1.83 1.33 2 1.83 2 1.83 2 1.83 2.17 1.67 2.17 1.67 2.17 2.5 3.17 2.33 2.83 4.33 5.67 5.5 9.5 3.83 6 5.67 9.67 3.67 7.5 3.67 6.17 3.83 7 4.33 8.5 3.83 6.33 5.17 5.83 4.67 5.33 4.5 5.5 5.33 7.17 4.5 8.83 4.17 7.33 4.5 6.83 4.67 6.33 6.5 7.83 4.67 7.83 4.33 5.33 4.33 7.33 5.17 5.83 5.33 6 1.83 4 1.5 1.83 1 1.17 0.83 1.17 1 1.67 0.5 1 0.33 0.67 0.33 0.5 0.33 0.67 2
0.33 1 0.17 1.67 5 5.33 0.33 5 0.17 0.33 0.17 0.33 0.33 0.83 0.33 1 1 1.33 0.83 1.17 0.83 1 0.83 1.17 0.83 1.83 1.5 3.17 3 5.33 2.83 7.17 5.33 7.83 3.5 6.83 3.5 5.5 5.17 8.33 7.67 8.33 4.17 7.83 5.67 8.67 4.17 7.67 3.67 4.83 3.33 4.5 2.5 3.83 2.83 6.83 4.67 9.33 4 7.33 6.17 8.67 8.5 13.5 8 11.83 7.83 14.5 11.67 13.33 5.67 7.83 2.67 3.33 2.33 3 1.17 2.17 0.83 1.17 0.5 0.67 0.33 1 0.67 0.83 0.67 1.17 0.5 0.5 0.5 0.5 0.33 0.5 1
0.33 0.33 0.17 0.5 0.17 0.5 0.33 0.5 0.17 0.5 0.33 0.5 0.5 0.83 0.33 1 1 1.17 0.83 1 0.83 1.17 0.67 1 0.67 1.17 0.5 1.17 0.5 0.83 0.67 0.83 1.5 2 1.17 1.67 1.17 1.67 1.17 1.5 1.67 2 2.17 2.33 1.83 2.33 1.67 2.5 1.83 2.33 1.67 2.83 1.83 2 1.17 2 0.83 1 0.5 0.83 0.5 0.67 0.5 0.83 0.67 1 0.5 0.83 0.67 1.17 0.33 0.67 0.33 0.5 0.5 0.67 0.33 0.67 0.33 0.5 0.33 0.5 0.33 0.5 0.5 0.67 0.33 0.5 0.17 0.33 0.33 0.5 0.33 0.33 1
0.17 0.33 0.33 0.5 0.17 0.33 0.33 0.33 0.17 0.33 0.17 0.33 0.33 0.83 0.17 1 0.83 1 0.83 1 0.83 1 0.5 1 0.33 0.5 0.33 0.83 0.17 0.33 0.17 0.33 0.5 0.5 0.5 0.83 0.5 0.67 0.67 1 0.67 1.17 0.83 1 0.83 1.33 1 1.17 0.67 0.83 1 1.33 0.5 0.83 0.83 0.83 0.67 0.83 0.5 1.17 0.67 1.17 0.5 0.67 0.83 1 0.67 1 0.5 1.17 0.67 1.33 0.67 0.83 0.5 0.67 0.67 0.83 0.33 0.83 0.5 0.67 0.5 0.5 0.33 0.5 0.33 0.5 0.33 0.33 0.33 0.5 0.33 0.5 2
0.17 0.33 0.17 0.33 0.17 0.33 0.17 0.33 0.17 0.33 0.17 0.33 0.5 0.67 0.17 0.33 0.17 0.33 0.17 0.33 0.17 0.5 0.5 0.67 0.67 1.33 1.83 2.33 2.33 4 3.5 6.67 5.83 8.17 3.5 8.67 6.17 8 5.83 8.83 6.17 10.17 6.67 9.17 5.33 9 5.83 8.33 5.5 8.5 3.5 8.83 3.67 4.5 4.5 6 8 9.5 7 7.5 3.67 6.17 3.5 5.67 2.83 7.33 3 7.33 4 9.17 5.5 8.67 4.83 6 1.83 6 1.5 1.83 1.17 2 0.83 1 0.83 1.17 0.67 1 0.5 0.83 0.5 0.5 0.33 0.5 0.33 0.83 2
0.33 0.5 0.33 0.67 0.33 0.5 0.33 0.5 0.33 0.5 0.33 0.5 0.5 0.83 0.5 1.17 1 1.17 1 1.17 1 1.33 0.67 1.17 0.67 1.67 1.67 5 3.5 7 5.33 8.33 5.83 9.67 6.17 8.5 5.67 7 7.83 11.33 6.33 9.5 5.5 9.5 6 10.83 7.33 11 6.33 11 6.17 7.17 6.83 7.33 6.17 8.83 7.67 11.83 10 12.67 8.67 12.5 7.5 8.83 5.67 8.17 5.67 11.33 7.83 8 4.5 8.83 2.33 3.33 2.67 3 1.83 4.17 1.17 2.17 1 1.33 0.83 1.33 1 1.17 0.83 1.17 0.5 0.67 0.5 0.67 0.5 0.67 2
0.5 0.5 0.33 0.67 0.33 0.5 0.5 0.67 0.33 0.5 0.5 0.67 0.67 0.83 0.33 1 1 1.5 1 1.17 1 1.5 0.83 1.17 0.83 1.67 1.67 8 4.67 5.5 3.5 8.67 6.17 11.33 6.83 8.33 7.17 10.17 7.5 10.33 4.33 7.17 5 8.17 6.33 8.33 5.67 9.67 5 7.33 4.83 5.17 4 4.67 3.5 4.67 4.67 7.5 5.17 8.17 3.5 4.67 4 6.5 3.5 6.67 3.5 6.83 4 5.67 4.83 8.83 2.33 7 2.67 5.17 1.5 2.33 3.17 6.5 0.83 1.33 0.67 1.17 0.5 0.67 0.5 0.67 0.17 0.5 0.5 0.5 0.33 0.5 2
0.33 0.5 0.33 0.5 0.33 0.5 0.17 0.33 0.5 1.33 0.17 0.5 0.67 0.83 0.33 1 0.83 1 0.83 1.33 1 1.17 0.67 1.17 0.83 1.33 1.5 2.33 2.33 8.17 2.67 4.67 3.5 7.83 4.33 7.17 5 7.67 5.33 9.67 5.5 7.67 8.17 10.83 7.67 10 6.83 9 6.83 8.67 4.33 5.17 3.33 7.67 4.17 5.5 8.67 9.5 5.33 9.33 5.33 8.17 6.33 9.5 7.67 9 5.33 9 5.17 8.5 3.83 7.67 3 6.83 4.83 6.67 4.67 5.83 2.5 4 1 1.17 0.83 1 0.5 0.67 0.5 0.67 0.33 0.5 0.33 0.5 0.33 0.5 2
0.5 0.5 0.17 0.33 0.17 0.5 0.17 0.33 0.5 1 0.17 0.33 0.33 1 0.33 0.83 1 1 0.83 1.17 1 1 0.67 1.17 0.67 2 1.33 2.5 2.5 3.83 3.5 8.33 3.5 4 3.67 7.5 3.5 6.33 3.5 6.17 3.83 6.67 5.67 7.83 4 8 5.17 8.17 5.67 9 6.5 8.67 5.33 5.5 6.33 9.67 7 9.5 4.17 7.33 3.33 4 3.83 8.17 4.83 7.5 3.83 5.5 3.33 7.67 3.5 7.17 3.33 7.17 2.83 5.17 1.67 6.5 1.17 1.5 0.67 1.17 1.17 1.33 0.83 1 0.83 1.33 0.67 0.83 0.67 0.67 0.5 0.67 1
0.5 0.83 0.5 0.67 0.5 0.67 0.5 0.67 0.83 1.33 0.5 0.67 0.67 1.17 0.67 1.33 1.17 1.17 1.17 1.5 1.17 1.33 0.83 1.5 0.67 1.5 0.67 1.17 0.67 1 0.83 1 1.5 2.5 1.17 1.67 1.33 1.67 1.33 1.83 2.17 2.83 1.83 2.5 1.83 2.17 2.17 2.17 1.5 2.5 2.17 2.33 1.17 2.33 1.83 2.17 1 1 0.83 1 0.67 0.83 0.67 0.67 0.5 0.83 0.67 0.83 0.67 0.83 0.67 0.67 0.67 0.83 0.67 0.83 0.83 0.83 0.5 0.67 0.5 0.83 0.67 0.67 0.33 0.67 0.5 0.5 0.5 0.67 0.5 0.5 0.5 0.67 1
0.67 0.83 0.67 0.83 0.83 1 0.67 0.83 0.67 1 0.67 1 0.83 1.67 0.83 1 1 1.33 0.67 0.83 0.67 0.83 0.67 0.83 1.33 1.5 1.5 2.5 2.67 3.83 4.17 4.67 5 9.5 4.83 7.67 4.17 5.17 5 8.33 6.5 10 7 11.83 7.33 11.33 7.83 12 8.33 11.33 6.67 7 4.83 5 5 6.83 7 10.83 6.17 9.17 4.83 8.17 5.17 10 4.83 10.17 6.83 8.83 6.17 9 7.17 8.67 3 5.33 3 6.5 2.17 6.83 1.5 2 1 1.17 1.33 2 0.83 1.33 1 1.33 0.67 1.33 0.83 1.17 1 1.5 2
0.67 0.83 0.67 0.67 0.67 0.67 0.67 1 0.67 1 0.5 0.67 0.5 1.67 0.33 0.5 0.5 1 0.5 1.17 1 1.5 1.17 1.5 1.5 2 1.67 2 2.17 2.83 3.33 3.67 3.33 4.5 3.17 3.83 3.5 4 3.33 4.17 4 6.83 8.33 9.83 4.17 7.83 8.33 9.5 8.67 10.83 9.17 9.83 8.17 8.67 4 7.67 9 11 9.33 10.67 10.5 12.67 9 12.67 8.33 8.5 9 9.17 8.33 10.33 8.83 10.83 7.17 9.33 2.33 3.33 1.67 4.33 5.67 6.67 1 5.5 0.83 0.83 1.33 1.5 1 1.33 0.83 1.17 0.5 1 0.67 0.83 2
0.5 5.5 5.17 5.33 5.17 5.33 5.17 5.5 0.33 3.17 0.33 0.5 0.5 1.17 0.33 0.5 0.5 0.83 0.5 1.17 1 1.33 1 1.33 1.17 2 1.33 2.33 1.67 3.33 4.17 7.67 4 8.83 3.33 8.17 3.83 4.83 4.33 8.33 3.83 8.33 4 6.17 4.17 7.33 4.17 6.83 4.67 9 5.33 7.83 3.83 4.67 3.83 7.17 3.83 10.17 5.17 7.33 3.33 3.83 6 8.17 4.33 8.5 4.17 7.5 3.5 7.17 4.5 5.33 2.5 7 2.67 3.83 1.67 2 3.67 5.33 1.17 3.67 0.83 0.83 0.67 0.83 1 1.17 0.83 1.17 0.83 1.17 0.67 1 2
0.67 1.17 0.67 0.83 0.67 1 0.83 1 0.67 1 0.67 0.83 0.83 1.83 0.83 1 1 1.67 0.67 1.17 1.33 1.83 1.33 1.67 1.83 2 1.83 2.67 2.67 4.5 4.17 5.17 4.83 9 6 8.67 4.5 5.5 4.67 10.5 5.17 9.5 5.5 8.33 5.83 9.33 5.17 9.17 4.83 8.83 4.5 5.67 5 6.33 4.67 9.17 5 10.17 5.33 9 4.5 8.83 5 6.5 5.83 8.5 5.33 9.17 7.5 11 5.33 8 6.67 8 6.17 7 3.17 5.33 3.5 6 4.83 5.67 1.83 2.17 1.67 2.17 1.83 2 1.5 1.67 1.33 1.83 1.33 1.67 2
1.17 1.33 1.33 1.5 1.17 1.33 1.17 1.33 1.5 2.17 1.33 1.5 1.17 1.5 1.33 1.5 1.33 1.83 1.67 2.17 1.83 2.17 2 2.17 2.17 2.5 2.83 3.33 2 3 3.67 3.83 3.5 4.33 3.17 4.17 3 3.67 4.33 8 3.5 4.33 4 7.17 3.5 6.83 3.83 7.67 5.83 7.5 3.5 6.17 3.33 5 4.33 6.17 3.67 4.33 3.5 5 2.5 3.33 4.33 7.83 3.17 5.83 4.33 7.5 4.5 5.67 3 6.17 4.67 6.17 3.17 5.33 1.5 1.67 1.33 1.67 1 1.17 1 1.33 1.17 1.33 0.5 1 0.5 0.67 0.33 0.33 0.33 0.5 1
0.17 0.67 0.17 0.33 0.17 0.5 0.17 0.33 0.17 1.17 0.17 0.5 0.17 0.33 0.17 0.5 0.33 0.67 0.33 1.17 0.83 1 0.83 1.17 1.17 1.33 0.67 1.33 0.5 0.83 0.67 1.33 1.17 2 1.17 1.33 1.17 1.83 1.17 2 1.33 1.83 1.67 2.17 1.33 1.5 1.33 1.5 1 1.67 1.5 2.17 1 2 1.17 2 0.67 1.5 0.67 0.83 0.5 1 0.5 0.67 0.33 0.67 0.5 0.67 0.67 0.67 0.67 1 0.67 0.83 1 1.17 0.33 0.5 0.83 1 0.5 0.83 0.5 0.67 0.33 0.67 0.67 0.83 0.5 0.5 0.33 0.5 0.33 0.5 1
0.17 0.5 0.17 0.33 0.17 0.33 0.17 0.33 0.33 1.17 0.17 0.33 0.17 0.33 0.17 0.5 0.5 0.67 0.33 0.83 0.83 1 0.83 1 0.83 1 0.5 1 0.17 0.5 0.33 0.83 0.33 0.83 0.5 0.83 0.67 1 0.83 1 0.83 1.33 0.83 1.33 0.67 0.67 1 1.17 0.67 1 0.5 1 0.67 1 0.5 1.33 0.67 1.17 0.5 0.67 0.5 0.67 0.5 0.67 0.33 0.67 0.67 0.67 0.5 0.83 0.5 0.67 0.5 0.5 0.67 1 0.67 1.17 0.5 0.67 0.67 0.83 0.33 0.5 0.33 0.67 0.17 0.5 0.5 0.67 0.83 1 0.33 0.83 2
0.33 0.33 0.17 0.33 0.17 0.33 0.17 0.33 0.33 1.17 0.17 0.5 0.33 0.5 0.33 0.33 0.33 0.67 0.33 0.33 0.17 0.67 0.33 0.5 0.5 1 1.17 2.17 1.5 3.33 4.5 8.17 4.17 7.5 5.17 6 5.33 8 5.83 9.5 6.33 10 7.33 10.5 7.83 10.83 7.5 10.5 7.83 9.5 5.67 7.5 6.5 7.83 5.33 8.17 5.5 9.67 5.5 8.83 3.83 7.83 3.67 7.33 3.83 8.83 7 7.5 6.83 8.67 5.67 8 4.83 7.83 3 7 2.67 6.17 3.83 4.67 0.83 3.17 1.17 1.83 1.33 1.67 1 1.5 0.67 0.83 0.5 0.83 0.5 0.67 2
0.5 1 0.33 0.5 0.33 0.5 0.33 0.5 0.5 1.33 0.67 1 0.67 0.83 0.33 0.67 0.5 0.83 0.5 1.33 1 1.33 1.17 1.33 1.17 2 1.5 1.67 2.17 6.83 3.33 5.83 4.5 8 4 7.67 3.67 7.83 5.17 6.83 5.67 8.33 6.5 8.33 4.83 9.17 8 9 7 8.67 5.17 5.83 4 4.33 3.5 7.5 5.83 8.67 5.33 7.67 5.83 7.67 3.5 4.83 4 7.67 4.83 7 4.17 8 7.33 7.83 4.33 5.33 5 5.5 1.67 4 1.33 2.33 1.17 1.33 0.67 1.17 1.17 1.5 1.33 1.83 0.5 0.83 0.5 0.67 0.33 0.5 2
0.5 0.67 0.33 0.33 0.17 0.33 0.33 0.67 0.33 1.33 0.17 0.5 0.33 0.5 0.33 0.67 0.33 1 0.33 1 1 1.17 1 1.33 1.33 1.83 1.33 1.5 1.17 2.17 3 7 4.5 7.17 4.33 7.67 2.5 7.83 3.33 7.67 4.33 7.5 3 7.33 3.67 7.17 6 7.83 3.67 8.67 3.33 7.33 3 6.83 4.33 8.5 5 8.17 5.33 8 4.5 8.67 4.5 7.33 3.67 9 4.5 7.83 4.33 7.5 4.17 6.83 3.33 7 5 5.83 3.5 4.17 3 4.83 1 3 1.17 4.83 1.17 5.33 0.67 2.5 0.33 0.5 0.33 0.5 0.33 0.5 2
